HD 108863 b,,34140982.8
HD 108874 b,,12297519.3
HD 108874 c,,12297519.3
HD 109246 b,,14019832.05
HD 109271 b,,11542589.4
HD 109271 c,,11542589.4
HD 109749 b,,13035948
HD 110014 b,,20828639.7
HD 111232 b,,5977559.7
HD 111591 b,,23625593.1
HD 111998 b,,6860373.9
HD 113337 b,,7470918.3
HD 113538 b,,3279613.5
HD 113538 c,,3279613.5
HD 113996 b,,23996870.1
HD 114386 b,,5765106.75
HD 114613 b,,4185116.85
HD 114729 b,,7807130.25
HD 114762 b,,8298040.95
HD 114783 b,,4207806
HD 114783 c,,4207806
HD 11506 b,,10589645.1
HD 11506 c,,10589645.1
HD 116029 b,,25510855.2
HD 116029 c,,25510855.2
HD 117207 b,,6678860.7
HD 11755 b,,48810549.6
HD 117618 b,,7800942.3
HD 118203 b,,19081575.15
HD 119130 b,0.235,23574026.85
HD 11964 b,,6924316.05
HD 11964 c,,6924316.05
HD 11977 b,,14036333.25
HD 120084 b,,21317487.75
HD 121504 b,,8603313.15
HD 12484 b,,10540141.5
HD 125595 b,,5820798.3
HD 125612 b,,11905615.8
HD 125612 c,,11905615.8
HD 125612 d,,11905615.8
HD 12648 b,,37777434.75
HD 126525 b,,7774127.85
HD 12661 b,,7815380.85
HD 12661 c,,7815380.85
HD 126614 b,,15108911.25
HD 128311 b,,3407497.8
HD 128311 c,,3407497.8
HD 128356 b,,5369077.95
HD 129445 b,,13937326.05
HD 130322 b,,6581916.15
HD 131496 b,,27297110.1
HD 131664 b,,10909355.85
HD 13167 b,,30851056.05
HD 13189 b,,104104008.2
HD 132406 b,,14630376.45
HD 132563 b,,21754769.55
HD 133131 A b,,9694455
HD 133131 A c,,9694455
HD 133131 B b,,9694455
HD 134060 b,,4991613
HD 134060 c,,4991613
HD 134987 b,,5404143
HD 134987 c,,5404143
HD 136352 b,,3054784.65
HD 136352 c,,3054784.65
HD 136352 d,,3054784.65
HD 136418 b,,21758894.85
HD 13724 b,,8976652.8
HD 137388 b,,8359920.45
HD 13908 b,,16445508.45
HD 13908 c,,16445508.45
HD 13931 b,,9789336.9
HD 139357 b,,23194499.25
HD 1397 b,1.026,16449633.75
HD 14067 b,,29413389
HD 141399 b,,7466793
HD 141399 c,,7466793
HD 141399 d,,7466793
HD 141399 e,,7466793
HD 141937 b,,6887188.35
HD 142 b,,5406205.65
HD 142 c,,5406205.65
HD 142022 A b,,7076952.15
HD 142245 b,,20110837.5
HD 142415 b,,7336846.05
HD 143105 b,,10045105.5
HD 143361 b,,14160092.25
HD 145377 b,,11049616.05
HD 145457 b,,28014912.3
HD 145934 b,,47306877.75
HD 1461 b,,4841039.55
HD 1461 c,,4841039.55
HD 147018 b,,8861144.4
HD 147018 c,,8861144.4
HD 147379 b,,2221474.05
HD 147513 b,,2662881.15
HD 14787 b,,24656918.1
HD 147873 b,,22561265.7
HD 147873 c,,22561265.7
HD 148156 b,,11802483.3
HD 148164 b,,15958723.05
HD 148164 c,,15958723.05
HD 148284 b,,25083886.65
HD 148427 b,,14747947.5
HD 149026 b,0.74,15682327.95
HD 149143 b,,15146038.95
HD 1502 b,,39594629.4
HD 150706 b,,5835236.85
HD 152079 b,,18174009.15
HD 152581 b,,34351373.1
