HATS-6 b,0.319,0.0091041,0.03623,0,HATS-6
HATS-60 b,0.662,0.009749018,0.04708,0.191,HATS-60
HATS-61 b,3.4,0.021404389,0.07908,0.092,HATS-61
HATS-62 b,0.179,0.008971619,0.04163,0.298,HATS-62
HATS-63 b,0.96,0.008368659,0.04026,0.136,HATS-63
HATS-64 b,0.96,0.013439828,0.06562,0.151,HATS-64
HATS-65 b,0.821,0.008501467,0.04497,0.062,HATS-65
HATS-66 b,5.33,0.008600792,0.04714,0.064,HATS-66
HATS-67 b,1.45,0.004405691,0.03032,0.057,HATS-67
HATS-68 b,1.29,0.009818536,0.05071,0.036,HATS-68
HATS-69 b,0.577,0.006092424,0.03211,0.519,HATS-69
HATS-7 b,0.12,0.008720917,0.04012,0.17,HATS-7
HATS-70 b,12.9,0.005169713,0.03632,0.18,HATS-70
HATS-8 b,0.138,0.009812164,0.04667,0.376,HATS-8
HATS-9 b,,0.005243781,0.0312,,HATS-9
HD 100546 b,,0,53,,HD 100546
HD 100655 b,1.61,0.431403176,0.68,0.09,HD 100655
HD 100777 b,1.03,1.050513374,1.03,0.36,HD 100777
HD 10180 c,0.0416,0.015769172,0.06412,0.073,HD 10180
HD 10180 d,0.0378,0.044783025,0.12859,0.131,HD 10180
HD 10180 e,0.0805,0.136202601,0.2699,0.051,HD 10180
HD 10180 f,0.0722,0.336054757,0.4929,0.119,HD 10180
HD 10180 g,0.0732,1.655496235,1.427,0.263,HD 10180
HD 10180 h,0.2066,6.036960986,3.381,0.095,HD 10180
HD 101930 b,0.25,0.192908966,0.3,0.11,HD 101930
HD 102117 b,0.17,0.05698371,0.15,0.12,HD 102117
HD 102195 b,0.41,0.011262888,0.05,0,HD 102195
HD 102272 b,4.94,0.349295003,0.51,0.05,HD 102272
HD 102329 b,8.16,2.130321643,1.81,0.21,HD 102329
HD 102329 c,1.52,3.074606434,,0.209,HD 102329
HD 102365 b,0.05,0.334291581,0.46,0.34,HD 102365
HD 102843 b,0.35837,8.462537988,4.074,0.11,HD 102843
HD 102956 b,0.96,0.01778152,0.0807,0.037,HD 102956
HD 103197 b,0.09,0.130978782,0.25,0,HD 103197
HD 103720 b,0.62,0.012472827,0.0498,0.086,HD 103720
HD 103774 b,0.367,0.016120739,0.07,0.09,HD 103774
HD 103949 b,0.03524,0.330945927,0.439,0.19,HD 103949
HD 104067 b,0.16,0.152788501,0.26,0,HD 104067
HD 10442 b,1.487,2.826283368,2.01,0.132,HD 10442
HD 104985 b,8.3,0.546214921,0.95,0.09,HD 104985
HD 106252 b,6.93,4.191649555,2.61,0.48,HD 106252
HD 106270 b,10.13,5.169062286,3.34,0.185,HD 106270
HD 106315 b,0.03964,0.026152964,0.0907,0.093,HD 106315
HD 106315 c,0.04782,0.057651034,0.1536,0.22,HD 106315
HD 10647 b,0.94,2.708281999,2.015,0.15,HD 10647
HD 106515 A b,9.61,9.938398357,4.59,0.572,HD 106515 A
HD 106906 b,11,0,650,,HD 106906
HD 10697 b,6.383,2.945078713,2.14,0.1043,HD 10697
HD 107148 b,0.21,0.131570157,0.269,0.05,HD 107148
HD 108147 b,0.261,0.029838467,0.102,0.53,HD 108147
HD 108341 b,3.5,3.091033539,2,0.85,HD 108341
HD 108863 b,2.414,1.19835729,1.32,0.032,HD 108863
HD 108874 b,1.42,1.080030746,1.04,0.13,HD 108874
HD 108874 c,0.99,4.446269678,2.659,0.239,HD 108874
